,KKKD068,KKKD068_V1,KKKD068_V2,KKU055,KKU055_V1,KKU055_V2,KKU213c,KKU213c_V1,KKU213c_V2,RBE,RBE_V1,RBE_V2
ENSG00000109756,15.797306,19.275601,19.793989,12.111211,18.173417,15.89249,2.47064,3.291054,6.318108,19.175292,28.580815,23.771903
ENSG00000109758,0.151895,0,0,0.405921,0.076453,0.061397,0.031878,0.464667,0.49041,0.14844,0.127802,0
ENSG00000109762,8.23168,8.657762,8.691036,7.958524,10.240997,11.743738,4.977901,3.599097,3.564439,5.05011,4.725452,4.171266
ENSG00000109771,0.229759,0.502139,0.410662,0.096133,0.041296,0.182107,0.239269,0.05814,0.320313,0,0.064215,0.020705
ENSG00000109775,30.973342,25.94289,25.668493,16.263202,15.493045,17.461062,14.741641,15.129758,17.199081,13.812476,12.760128,12.675953
ENSG00000109787,8.580097,8.999337,9.757966,11.793645,14.143801,13.413258,15.291887,21.670517,22.241638,15.92233,18.725131,20.03882
ENSG00000109790,67.308207,79.451007,81.489109,106.496833,112.296702,111.469701,56.403647,67.099982,73.066414,100.932454,102.755714,100.888933
ENSG00000109794,6.079617,4.100744,5.394366,7.530894,5.948026,6.263887,0,0,0,6.801495,4.019553,2.52175
ENSG00000109805,53.389624,44.805698,45.625233,66.691365,68.37559,72.286122,64.586546,41.757457,46.265617,47.054908,25.514362,11.77029
ENSG00000109814,91.26757,55.428945,35.288861,48.822471,39.914715,38.948574,45.605295,37.340012,39.660021,143.639675,141.380494,126.802966
ENSG00000109819,0.159296,1.458007,1.081669,0.155733,0.467679,0.953948,0,1.369992,1.784276,1.90689,4.479195,7.507802
ENSG00000109832,0.12148,0.808092,0.559174,0.141576,0,0.007426,0,0.120112,0.024094,0.032353,0,0
ENSG00000109846,0.508755,0.406128,0,0.087866,0.094295,0.182951,0,0.801164,0.572012,1.231641,1.709703,2.298611
ENSG00000109851,0,0,0,0,0,0,0,0,0,0,0,0.089701
ENSG00000109854,75.376038,60.11233,57.335839,62.7425,97.210534,102.631855,103.315163,105.531465,117.078411,110.852205,138.180192,129.258132
ENSG00000109861,96.037529,104.29019,104.123616,103.81569,88.706282,82.172726,133.71015,132.475238,139.696376,133.246559,145.888706,110.299233
ENSG00000109881,29.645298,28.033265,24.023501,63.179603,48.54563,58.044416,51.414138,36.121936,43.607783,21.06559,17.607678,12.190396
ENSG00000109906,0,0.115476,0.062182,0.0484,0.330388,0.038955,0.116611,0.088176,0.035051,0.022522,0.075438,0.024321
ENSG00000109911,8.855509,7.926373,10.888857,13.102321,14.754181,13.330129,31.137497,25.005881,25.931837,8.312168,8.501811,9.745561
ENSG00000109917,43.669359,26.974105,29.441015,45.316802,34.354144,29.740549,51.086979,31.218405,29.543922,22.485543,14.541806,10.248879
ENSG00000109919,100.514465,65.389784,72.494031,244.868692,179.686121,190.514454,273.990384,204.947385,200.90236,118.59055,70.630697,67.287704
ENSG00000109920,27.658527,19.700603,22.229153,83.627479,84.144784,82.329331,48.32344,40.502126,33.304202,39.814089,34.220576,26.139994
ENSG00000109927,0.047686,0.02325,0,0.043351,0.030744,0.201375,0.019586,0.029407,0,0.062831,0.077624,0.176426
ENSG00000109929,25.264144,29.283991,28.032161,19.752544,20.880855,17.880132,32.163375,35.695729,38.116691,12.278037,12.855332,11.888028
ENSG00000109943,0.067301,0,0.348333,0.401068,0.040206,0.226016,0,0.054828,0,0,0.037533,0.060431
ENSG00000109944,4.014692,4.899486,4.682091,2.508976,2.265216,2.766125,1.033615,1.183785,1.809697,1.79691,2.053424,1.12331
ENSG00000109956,0,0.039224,0.039696,0.020596,0,0,0,0,0,0.363706,0.47228,0.462201
ENSG00000109971,1903.314174,1608.574275,1623.925068,1882.890201,1414.764319,1412.899438,1807.33732,1341.353083,1339.512787,1492.337861,1071.754987,774.81612
ENSG00000109991,0.340942,0,0.415323,0,0,0,0,0,0,0,0,0
ENSG00000110002,8.877357,10.14115,11.744479,7.695152,20.859567,18.374478,4.591457,11.787055,13.225258,3.41068,5.31739,6.188588
ENSG00000110011,19.050381,22.197823,21.821715,20.854075,20.86876,23.12024,18.873772,19.624249,15.689879,26.882441,20.494966,25.210421
ENSG00000110013,7.175494,12.073714,10.304301,6.242383,12.304276,12.046965,3.724249,5.153107,5.26492,12.693292,17.83956,22.566881
ENSG00000110025,34.046452,18.89861,16.360069,16.235345,9.115718,11.158271,28.777437,20.232812,19.265711,13.086394,7.881186,9.45968
ENSG00000110031,2.146445,1.710594,1.254608,4.020319,7.642216,6.207638,25.604667,17.419172,19.067004,6.180671,6.082892,4.172772
ENSG00000110042,1.940745,2.484688,2.265486,1.187305,7.879578,9.586694,15.608877,20.276723,20.031471,2.043782,3.272594,4.834727
ENSG00000110046,13.174362,17.784055,15.634086,10.740654,10.68403,10.195775,26.477311,32.934771,35.419643,9.385514,14.309483,20.748325
ENSG00000110047,55.583913,58.179729,43.864164,22.958413,23.282525,23.403848,115.905482,82.912495,82.999691,96.30851,96.757326,105.354187
ENSG00000110048,28.317364,26.736407,27.08576,40.471032,45.65157,41.804683,39.727462,36.305834,38.761466,23.351239,26.290876,28.103456
ENSG00000110057,18.182563,21.047626,20.115705,11.539153,26.678572,24.061898,32.263546,19.868581,18.605572,18.310601,11.215208,9.895334
ENSG00000110060,12.388808,14.707889,17.021035,10.685315,10.253356,10.526461,6.531197,11.887761,18.739158,5.484463,6.780257,5.094874
ENSG00000110063,19.182538,8.888434,8.516873,17.143363,9.855819,9.829996,6.99361,3.001094,3.013794,8.313805,3.332884,2.474856
ENSG00000110066,17.53557,11.079114,9.901827,20.781392,14.702704,14.459517,18.58359,10.518643,12.110186,16.465195,8.15319,7.79607
ENSG00000110074,32.540291,39.098959,34.689607,24.611787,31.379899,27.576384,28.922965,28.618409,30.577186,15.908437,14.783917,10.382592
ENSG00000110075,59.065646,54.643074,51.844596,55.964181,64.356453,60.904408,63.045928,44.563185,48.588261,74.580955,66.519303,62.028112
ENSG00000110076,0,1.67394,1.212927,1.96944,1.089615,1.476327,0.630288,0.059764,0.04782,0.021989,0.021133,0.282825
ENSG00000110077,0,0.186813,0.03016,0.062572,0,0.36224,0,0.021371,0,0,0,0
ENSG00000110079,0,0,0,0,0,0,0,0.385577,0.344137,0,0.225171,0.123533
ENSG00000110080,24.511764,22.47227,22.559884,14.271171,12.437422,13.064726,14.421666,6.936742,10.130522,5.663297,6.535253,6.741777
ENSG00000110090,17.137403,28.847263,23.737299,8.252308,34.279679,31.1082,15.277087,28.087178,34.52197,33.569177,39.638272,34.737042
ENSG00000110092,180.671702,133.724602,111.575285,82.655823,88.161912,87.601851,101.604939,65.733049,65.963689,272.614239,263.977658,183.783134
ENSG00000110104,52.806122,44.678912,43.356746,130.482901,122.092904,123.236459,169.781236,123.762244,131.658738,66.092432,49.856755,35.990844
ENSG00000110107,135.714361,125.228792,123.890629,172.980408,154.472422,149.941323,186.89659,177.149182,189.091536,111.795898,111.064813,95.473374
ENSG00000110108,105.194528,84.771634,85.062218,61.039642,55.321531,57.947854,98.247507,83.394527,94.94583,100.353957,138.095623,106.526793
ENSG00000110148,0,0,0.087593,0.900459,0.902078,0.956244,0,0,0.098698,0,0,0
ENSG00000110169,0,0.229892,0.370898,0.652077,1.697764,1.395405,0.069392,0.525398,1.53229,0.349601,0.628157,1.339094
ENSG00000110171,4.410842,7.095578,5.57645,12.264273,18.321992,11.039559,6.252361,8.508434,9.139893,10.210624,10.51829,8.917756
ENSG00000110172,94.00235,83.541359,79.435013,64.988161,74.21968,64.403084,172.525534,209.193837,201.147029,51.195726,41.927677,28.047262
ENSG00000110195,0.20052,0.216689,0.436245,0.09034,0.090385,0,1.466204,5.438504,5.537198,20.460811,15.361967,14.191829
ENSG00000110200,50.087644,42.251824,52.153308,51.51453,57.666554,43.274416,90.665544,69.784334,78.31375,72.804311,45.068242,42.014839
ENSG00000110203,0,0,0,0,0,0,1.325729,1.298197,0.968608,0,0,0
ENSG00000110218,14.879277,12.487888,13.538899,17.977742,10.293744,11.62458,52.072722,51.499066,53.576925,10.593387,9.706614,7.678424
ENSG00000110237,3.161104,3.018108,3.730926,11.025942,7.927346,5.540086,12.086552,6.679152,9.890737,12.346554,10.356435,14.578742
ENSG00000110243,0,0,0,0,0,0,0,0,0,0,0,0.061602
ENSG00000110244,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110245,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110274,19.044914,18.453402,19.977556,20.433728,20.855791,19.15314,9.463303,10.537518,10.485523,9.532846,5.849668,6.477167
ENSG00000110315,13.818527,17.737583,14.773172,20.93061,18.28078,18.861997,52.829362,69.955965,66.532032,13.943311,21.270126,23.433926
ENSG00000110318,4.137935,4.631907,4.694794,0.922147,3.414755,3.254593,4.562196,7.225332,9.521105,1.404345,2.44904,2.320686
ENSG00000110321,545.100938,342.070931,354.767802,813.263314,644.795021,638.261178,836.265596,495.157228,530.295255,504.834324,300.328319,217.242236
ENSG00000110324,0,0.18673,0.094254,0.078246,0.156835,0.425061,0,0.740222,0.243318,0.033961,0.598934,0.073708
ENSG00000110328,4.041566,10.211236,9.590189,17.611285,31.400045,28.119444,21.306058,22.387776,24.533018,24.861971,42.36065,38.586953
ENSG00000110330,37.440168,34.867156,36.29165,57.949228,71.079304,73.945957,50.043877,50.566544,48.220528,19.374554,21.650492,23.14897
ENSG00000110344,15.914039,18.857419,18.392072,18.548344,24.149964,22.007155,11.714568,13.246659,13.895106,11.487764,11.653277,13.93035
ENSG00000110367,54.304854,39.902538,37.341332,41.892402,32.430628,32.562313,42.557506,39.351828,39.350835,30.910257,28.336254,19.720158
ENSG00000110375,0.429237,0,0.293286,1.278003,0.303646,0.081295,1.459418,0.483499,0.880343,0,0.189226,0.357265
ENSG00000110395,15.206326,17.705016,17.21985,11.276031,14.53882,14.173773,7.25897,6.379892,6.86113,6.683641,8.828281,8.896174
ENSG00000110400,20.04482,32.356599,28.669137,5.270577,14.742649,13.212589,47.511036,34.037884,37.622473,10.49198,13.778976,11.374624
ENSG00000110422,6.513873,5.557853,5.478496,14.744795,11.675374,12.658595,19.127556,18.871144,18.604006,15.993853,14.527558,11.316723
ENSG00000110427,2.683399,4.42081,5.351428,0.509995,1.315285,1.266536,0.649047,0.35441,0.32689,13.498954,11.940709,6.964346
ENSG00000110429,17.079821,22.483716,20.134013,26.026047,29.211407,34.333483,34.449774,35.574714,39.082012,29.045048,43.89584,51.163403
ENSG00000110435,28.900885,22.820305,28.192771,41.568456,29.521006,30.273396,54.30248,43.595228,44.373092,24.518008,20.725028,15.249386
ENSG00000110436,0.153004,1.046065,1.387223,0.148698,0.276174,0.970938,0.005165,0.396512,0.146219,0.029076,0.104118,0.061191
ENSG00000110442,20.892609,23.504194,30.724675,45.723959,58.910808,52.537782,57.569441,51.845932,59.695745,42.056632,38.866465,47.476162
ENSG00000110446,8.280651,0.517336,2.619293,13.492425,12.723466,14.105729,0.989866,0.318339,1.502936,0,0,0
ENSG00000110448,0,0,0,0,0,0.018253,0,0,0.032856,0,0,0
ENSG00000110455,2.801538,3.678262,2.670024,7.176977,8.6654,9.219657,5.35827,5.241756,6.188618,11.391019,8.982076,9.449055
ENSG00000110484,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110492,270.678357,233.880571,219.284739,317.899636,251.740275,250.335877,7.561582,11.033534,12.210105,31.829827,46.125242,48.312119
ENSG00000110497,8.752537,9.928817,8.596604,26.659107,28.113902,31.45344,15.576664,12.870444,13.29565,16.773663,14.947716,13.313231
ENSG00000110514,14.667773,10.549304,12.601344,40.33718,27.379273,25.923551,24.343345,16.731878,16.409697,19.190383,13.476811,15.27529
ENSG00000110536,36.709521,31.833112,32.261314,115.656371,118.393675,110.07125,93.788121,66.224399,71.810748,51.26935,47.399217,40.303521
ENSG00000110583,27.797091,20.360992,19.05967,21.919463,26.116687,25.255836,26.564711,22.051818,21.915948,19.759192,17.523538,22.653552
ENSG00000110619,3.062959,1.26205,0.137194,42.835169,33.774176,31.616818,25.858235,28.332832,28.69076,62.989226,72.885563,57.691895
ENSG00000110628,3.574783,8.929729,4.253711,2.211648,3.151228,3.263133,6.324127,10.502509,9.092808,24.970856,38.803993,31.50228
ENSG00000110651,133.546247,153.582665,149.710543,242.917985,254.441242,238.032903,171.083384,175.742239,174.069633,347.15937,399.684535,443.185132
ENSG00000110660,40.38408,27.698222,26.123465,36.956223,31.297615,36.25131,110.681749,66.517852,79.535322,27.050655,22.15762,17.598615
ENSG00000110665,0,0,0,0,0,0.02004,0,0.051037,0.13127,0,0.112933,0.136234
ENSG00000110675,0.43043,4.572902,5.997455,0.258992,2.115009,1.67493,0.959684,2.059628,2.872607,0.147166,0.631529,0.424802
ENSG00000110680,0.224672,1.124694,1.013854,0.566728,2.430762,1.862402,0,0,0,0,0,0
ENSG00000110693,0.062954,0.04694,0.290917,2.788382,6.265095,3.699369,1.083364,2.88899,2.522232,5.234496,5.1422,5.161788
ENSG00000110696,79.645214,71.564679,70.824078,281.852366,256.993675,244.068326,223.50018,189.902316,204.742565,125.4288,117.25004,100.710742
ENSG00000110697,46.119287,45.855294,56.704176,35.905003,57.894663,39.207406,60.466254,63.172345,68.005146,31.855381,46.401251,37.94693
ENSG00000110700,427.846606,356.158625,368.492273,1582.175416,1629.349568,1627.483328,1785.358473,1458.613653,1615.3068,896.947172,689.386602,658.366991
ENSG00000110711,58.386766,39.07733,41.460163,53.090637,43.586891,41.100303,53.25729,43.011628,46.169236,37.247822,28.964595,20.163582
ENSG00000110713,42.214517,30.181063,37.93679,89.208868,89.611806,90.834934,105.05437,86.8297,92.804031,62.620813,64.175364,58.093064
ENSG00000110717,174.044016,131.966217,140.006718,221.933698,202.480311,205.853497,130.73379,128.771786,141.949096,181.061016,153.844826,131.44498
ENSG00000110719,65.80715,45.474968,42.87314,40.785728,62.28875,53.274449,26.437326,13.543023,16.513611,24.002482,22.175338,19.339173
ENSG00000110721,12.193669,11.146059,11.036459,17.795272,18.409948,18.825547,17.109278,19.213907,21.123611,23.817363,29.795658,39.773957
ENSG00000110723,1.654005,0.994564,1.660506,0.745974,1.658242,1.735496,11.817363,5.861895,5.72379,0.602573,1.155793,1.109748
ENSG00000110756,8.636439,10.737296,11.388887,21.414517,22.312917,22.999062,18.054769,23.454666,26.335586,9.971867,9.207416,12.708076
ENSG00000110768,36.131939,33.993563,29.8768,66.165967,57.235568,60.040738,99.34063,88.925956,97.66559,32.662927,33.503313,25.896588
ENSG00000110777,0.245168,0.237711,0.255945,0.167114,0.155936,0.071245,0.104921,0.045124,0,0.107674,0.751573,0.062794
ENSG00000110786,0,0,0.242517,0,0,0,0,0.022465,0.07147,0,0,0
ENSG00000110799,0.330196,0.374208,0.287241,0.244162,0.92679,0.157917,0.24819,0.193005,0.204366,0.053475,0.366914,0.337271
ENSG00000110801,74.396163,73.379189,69.803394,65.644056,49.656134,45.433352,97.197693,64.61272,65.60919,83.006238,62.014708,71.836284
ENSG00000110811,28.306509,31.241273,27.548125,32.923265,46.473927,43.001344,0.758954,1.683953,2.684023,0.993967,1.9701,2.467538
ENSG00000110841,57.234752,47.531655,45.048691,14.008661,17.513535,14.310438,106.22485,87.759992,99.81201,43.961641,66.666614,63.679898
ENSG00000110844,10.181033,17.401818,9.651746,6.503616,10.64798,8.593375,4.404423,9.453511,11.115672,11.619865,19.648327,18.980946
ENSG00000110848,2.885732,3.096904,2.738854,0,0,0.152044,0,0,0,0,0,0
ENSG00000110851,23.614499,19.586206,19.972459,24.464633,22.777374,20.778921,27.957276,22.435336,20.367327,20.847429,15.780222,13.896014
ENSG00000110852,3.522982,5.355678,5.010707,5.529277,6.005402,4.913981,0.503475,1.523602,1.649891,0,0,0
ENSG00000110871,37.736471,27.334001,26.310684,44.314287,40.83631,40.274902,18.168287,21.678855,20.91526,33.069504,24.758658,27.588821
ENSG00000110876,2.121934,1.0834,0.842081,0,0.046421,0,0.819116,1.262238,1.216719,0.196053,0.408398,1.179865
ENSG00000110880,133.928158,120.618443,148.480709,67.067479,77.382993,76.930641,238.545288,180.257013,194.871151,230.226536,253.23299,215.560611
ENSG00000110881,5.94011,9.161624,10.215394,0.92882,4.820076,4.57739,1.731122,2.139402,2.257111,4.356174,6.33736,7.188096
ENSG00000110887,0,0,0,0,0,0,0,0,0,0,0,0.092559
ENSG00000110888,28.519517,25.488995,22.322441,15.918817,24.085788,20.458035,31.662118,17.628842,17.594412,28.608944,29.184175,19.364682
ENSG00000110900,0,0,0,0,0,0,0,0,0.009287,0.037447,0.011993,0.009667
ENSG00000110906,60.757515,48.320642,43.981386,27.756287,20.889309,25.145971,36.463185,43.767716,43.090951,37.396015,50.218027,50.069123
ENSG00000110911,40.293428,30.831157,35.602816,21.618814,26.318883,24.094031,24.705507,33.586786,32.846413,28.199852,32.915824,25.596773
ENSG00000110917,135.652985,172.842209,176.294532,96.213247,101.802749,97.433583,91.858009,112.172364,104.097416,148.225124,213.44067,247.403854
ENSG00000110921,33.530314,25.147956,21.632948,16.427346,9.042245,7.380836,54.799178,40.083289,44.211132,24.358089,14.049065,13.772295
ENSG00000110925,11.749782,12.011425,8.96693,22.008472,18.967848,15.778206,7.34451,4.123943,4.216894,9.951744,7.982479,9.880938
ENSG00000110931,30.920393,14.442908,17.596251,25.591173,23.757515,24.971923,26.143704,12.6059,12.573947,21.053555,12.860287,9.508709
ENSG00000110934,0,0,0,0,0,0.031157,0,0,0,0.188319,0.072435,0.190452
ENSG00000110944,0.939474,1.616806,1.468189,1.161886,2.812334,2.681105,3.053641,0.963233,2.454704,0.567912,0.712476,1.071302
ENSG00000110955,1069.925401,905.623213,913.084142,973.850423,861.06176,860.989553,879.679689,813.353601,917.074155,1023.835751,907.716986,932.326022
ENSG00000110958,388.49952,380.470702,385.221485,558.334554,526.058905,528.276745,470.889902,389.638756,419.549383,510.396285,434.331959,359.229898
ENSG00000110975,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110987,9.737402,7.903107,7.816516,14.318049,16.990389,15.068791,6.94684,5.538703,6.421546,7.699796,7.481373,7.121967
ENSG00000111011,68.344963,70.468724,59.151621,59.739668,54.991696,50.902883,71.349121,62.412223,67.973712,66.328922,55.914123,47.70818
ENSG00000111012,2.859801,2.910892,4.944752,3.253,2.959891,2.504978,0.850501,1.155369,2.53108,1.167174,3.770141,0.556543
ENSG00000111046,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111049,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111052,0.096903,1.373724,1.360798,5.597116,7.985908,6.819262,0,0,0,8.246063,5.203364,8.393887
ENSG00000111057,384.65778,464.06432,469.973199,1592.107779,2972.758228,2892.578833,1322.165181,981.359049,1006.118179,979.01919,1546.754082,1747.312024
ENSG00000111058,2.103231,2.633827,1.612015,0.018808,0.053226,0.087734,0.176352,0.304603,0.493347,0.036607,0.087943,0.070872
ENSG00000111077,17.411786,8.313758,4.73828,10.030112,10.604296,12.373197,0.327171,0.220334,0.369798,37.393046,42.397558,35.230357
ENSG00000111087,2.603746,12.973363,21.188783,36.477166,25.69114,29.647788,1.629351,3.0269,4.722372,3.06358,5.674478,9.988199
ENSG00000111110,0.978285,3.765714,2.713378,2.429222,3.630429,3.928544,1.825911,4.564117,4.733655,5.707534,7.569122,7.204468
ENSG00000111142,98.637647,87.613958,86.860932,133.689499,123.607588,113.579109,132.361236,101.358931,118.464536,101.013238,91.273056,80.576633
ENSG00000111144,73.252564,97.26559,99.100705,124.868062,167.840913,158.8661,79.197822,134.371608,155.159852,66.987895,110.242479,138.324656
ENSG00000111145,64.472471,57.594917,64.326697,14.660817,35.984811,32.307944,51.449801,50.496276,51.661603,36.827516,42.448392,43.275342
ENSG00000111181,0.201737,1.712034,1.357631,0,0.336534,0.11716,0,0.656717,0.723673,0,0,0.027413
ENSG00000111186,5.714893,3.321423,3.163391,2.154804,2.907293,2.312305,0.440524,0.047601,0.227167,3.164381,0.586525,0.417181
ENSG00000111196,39.037865,36.900901,36.509892,76.117707,65.171757,57.228452,99.208852,71.819289,80.963744,46.665819,22.245694,21.995111
ENSG00000111199,1.851975,0.962809,1.083161,0.065907,0.238591,0.143701,0.119164,0.108029,0.065447,7.801663,6.517262,5.790858
ENSG00000111203,14.082593,6.149084,11.085104,12.628942,9.570354,8.383614,18.009072,7.556108,6.878926,23.369232,9.197285,6.12731
ENSG00000111206,166.564682,114.125674,115.958805,127.418702,93.365684,93.992573,177.616792,74.56837,79.850727,120.918525,45.545452,23.966496
ENSG00000111215,0.106619,0,0,0.773093,0,0,1.460163,1.028289,0.66421,0,0,0.391537
ENSG00000111218,0.026423,0,0,0,0,0.009602,0.127458,0.024451,0,0,0.022312,0.026981
ENSG00000111224,2.074344,3.397438,1.016572,7.537043,3.460454,3.297741,7.191202,5.284914,8.346068,2.674439,1.690454,1.590919
ENSG00000111229,404.070516,298.014933,311.962052,329.684129,348.63611,332.780602,471.06941,389.176458,424.917934,423.449056,355.276699,347.398344
ENSG00000111231,49.277882,66.480442,55.098574,36.881521,35.483876,34.629633,49.940579,43.290422,46.671832,36.657159,30.079315,34.90936
ENSG00000111237,151.873489,201.094772,197.11736,163.72178,180.300994,178.056797,207.62344,176.407033,200.892666,218.999339,215.163229,198.47099
ENSG00000111241,0,0,0,0,0,0,0,0.093272,0,0,0,0
ENSG00000111245,0,0,0.315116,0,0,0,0.146478,1.781631,1.84251,0.157589,0.339364,0.5442
ENSG00000111247,44.271001,37.258307,36.908608,38.492115,23.021591,21.99243,43.53516,15.302567,19.158271,41.644364,19.229694,8.267354
ENSG00000111249,0.022635,0.012186,0,0,0,0,0,0,0,0,0,0.015411
ENSG00000111252,19.527294,31.00082,32.056624,1.675488,5.004464,5.924643,14.473626,9.09471,9.534378,33.463926,32.020619,24.841645
ENSG00000111254,1.181886,1.665771,0.26506,2.761464,3.843474,5.980914,1.01889,0.25509,0.936471,2.009468,4.296225,3.379422
ENSG00000111261,47.358695,49.571874,45.574679,11.217703,16.484395,17.329299,19.873224,24.309075,24.25525,11.815296,12.452004,10.490431
ENSG00000111262,0,0,0,0,0,0,0,0,0.012618,0,0,0
ENSG00000111266,11.610815,11.450102,9.834263,18.661993,15.59052,14.554928,3.486765,4.890693,6.419527,10.408517,12.528577,9.341688
ENSG00000111269,22.233971,29.563563,28.414806,16.322101,19.721948,21.536455,16.759239,22.66439,22.675464,19.19356,26.398501,31.35908
ENSG00000111271,9.864435,12.898519,10.958245,8.303485,3.960803,4.701667,5.481667,6.434232,6.992847,24.259535,25.942135,33.812324
ENSG00000111275,47.940555,46.525512,45.501757,6.962816,14.065324,13.539454,11.688992,15.83593,15.877629,111.501209,115.691991,113.406919
ENSG00000111276,35.497075,39.385005,38.17445,21.894003,19.440839,20.545619,20.052751,19.794244,21.495519,24.431723,24.322866,24.638125
ENSG00000111291,0.758848,0.371669,0,0.339531,0.103225,0,0.304235,2.011018,0.598595,0,0,0.503674
ENSG00000111300,32.729922,28.109336,27.483626,21.846871,14.831187,21.685873,24.448433,23.533962,19.258155,33.252233,32.673516,29.294772
ENSG00000111305,0.312241,1.047652,0.382737,0.094478,0.358756,1.122983,0.199843,0.29432,0.25186,0.084093,0.642075,0.964158
ENSG00000111319,13.097491,8.291077,9.058774,13.839824,54.540359,56.045512,42.912642,169.733675,196.596155,9.462996,21.594204,12.83282
ENSG00000111321,144.054184,97.819482,99.896297,19.329789,20.504102,16.038617,176.701936,118.429654,124.004705,162.862358,160.12057,123.190583
ENSG00000111325,16.801341,14.431825,21.374691,14.505837,15.187858,13.117597,19.526661,21.658901,24.716792,25.907808,31.284575,30.324679
ENSG00000111328,174.08237,103.954643,99.239323,127.979973,67.736287,68.552689,141.027705,67.074401,73.725268,163.125249,118.440287,76.658354
ENSG00000111331,11.626073,11.213319,13.088003,20.28645,22.821547,24.965234,52.647136,36.920024,36.388675,9.651143,4.942063,2.313844
ENSG00000111335,0.994661,0.124232,0.285299,4.209667,3.422983,3.117509,0.223164,0.217062,0.064975,0.024667,0.037479,0.033985
ENSG00000111339,0,0,0.02641,0,0.013737,0.011031,0,0,0,4.343722,5.17453,5.044351
ENSG00000111341,0.323498,0.349079,0.056295,0.189658,0.36027,0.050831,0.210623,0.233051,0.045811,0,1.087975,0.161132
ENSG00000111344,0.755677,4.949428,3.439018,0.090986,2.864902,3.305718,0.082173,2.124048,1.450614,0.919602,4.731731,4.050849
ENSG00000111348,86.436344,47.83309,49.824549,0.198164,0,0.31774,664.797645,413.737182,469.310955,42.059872,58.639197,61.299825
ENSG00000111358,52.677918,37.950835,37.561964,47.689139,50.0788,39.836618,64.807429,52.220174,54.676667,40.577072,39.805472,24.97476
ENSG00000111361,56.626982,49.966935,54.723575,37.89315,36.549712,41.409955,67.367346,41.363702,56.051073,46.606777,36.938255,29.96296
ENSG00000111364,26.620375,22.715317,25.176463,32.808715,30.073955,33.430993,35.705962,26.612412,27.058836,30.476703,29.197214,22.691335
ENSG00000111371,88.136102,80.727064,82.987943,129.318177,92.347224,92.154014,142.657705,104.464116,114.924718,111.265655,95.355452,60.64956
ENSG00000111404,0,0,0,0,0.093254,0,0,0,0,0.18779,0,0
ENSG00000111405,0,0.202148,0,0.106716,0.097287,0.078127,0.04816,0,0.046891,0,0,0.146258
ENSG00000111412,29.729084,21.837744,22.714022,28.733459,22.698015,26.792127,37.865134,37.976942,46.280405,28.195411,31.107026,36.08914
ENSG00000111424,5.045313,5.245579,4.933862,1.050251,2.802127,3.122022,20.685797,17.765421,19.464641,16.705044,10.214425,10.313927
ENSG00000111432,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111445,54.015599,59.449906,58.563448,56.767841,51.812366,45.459733,64.842832,35.058142,36.218196,57.075269,43.42555,27.10022
ENSG00000111450,35.586357,31.114392,29.907709,25.175573,20.729771,21.808756,16.801952,14.272826,12.40865,26.232138,19.114451,14.723888
ENSG00000111452,0.141226,0.351805,1.109905,0.050967,0.126094,0.957936,0.035637,0.751932,0.623817,0.502702,0.018441,0
ENSG00000111481,168.016711,173.437847,195.268027,139.358074,163.27898,161.274413,243.828753,247.256829,239.041253,150.228706,189.93332,198.800816
ENSG00000111490,3.717435,4.233117,6.539635,3.993754,5.818806,7.987662,8.830258,9.2546,8.490605,12.900219,10.889857,8.264209
ENSG00000111530,74.015424,83.713668,68.500563,87.152108,87.804273,78.691552,39.239627,44.067801,50.632196,84.782255,79.886461,74.918197
ENSG00000111536,0,0,0,0,0,0.065655,0,0,0,0,0,0
ENSG00000111537,0,0,0,0,0,0.05597,0,0.095073,0,0,0,0
ENSG00000111540,57.949946,50.998934,44.029447,33.812681,39.890863,34.13309,31.8684,36.262875,36.704757,48.307277,52.71987,72.982733
ENSG00000111554,8.358169,7.810573,8.763979,9.742204,13.071548,14.945317,5.343442,4.354743,5.282813,10.276828,6.56881,7.245043
ENSG00000111581,54.095304,45.384816,48.603247,108.30933,87.57403,80.014878,60.279251,30.680451,30.924307,84.623885,53.742152,39.845141
ENSG00000111596,41.10002,31.877599,37.789496,26.662954,20.756735,23.645689,32.072837,27.955615,27.017471,54.050766,43.008378,37.594016
ENSG00000111602,47.43522,23.100275,21.075869,53.38773,20.970614,19.601311,24.623822,7.761305,8.562108,25.089489,8.225707,3.007329
ENSG00000111605,66.981352,55.747487,51.588064,56.839934,50.567953,46.433967,56.481988,40.101961,43.354988,53.284051,43.938166,33.881594
ENSG00000111615,77.007042,91.8403,92.790417,227.170122,206.695855,205.249637,90.838798,70.878599,80.715025,64.835766,71.567902,60.999045
ENSG00000111639,288.393703,247.494237,222.031848,346.97578,282.904343,296.210537,445.977235,380.57212,423.759179,287.959039,172.412241,177.930293
